X,Y
-78.02842,64.35328
-29.829382,-49.823788
9.52823,17.466904
-49.82796,-32.257786
-10.518359,-47.984665
-60.474796,-40.407135
-43.250896,87.22741
-89.96739,21.03316
-92.9873,-15.71744
-7.8898726,88.64842
-8.296511,89.52019
36.858757,-61.480564
-23.331545,-81.77671
71.656715,46.52403
-37.28444,-76.98679
-41.189346,39.573235
-45.442238,37.836044
-40.31955,38.222862
-41.32224,-81.32953
-40.76286,-79.502266
-34.533978,7.9075136
92.47069,6.285673
93.1829,6.3201947
104.8018,-9.596027
102.2259,26.570316
114.952156,-4.9390535
106.079216,-9.931434
94.465935,25.44327
106.17046,-9.536453
94.75899,24.81449
92.40782,6.103408
-2.5685015,54.643555
50.6994,-69.332855
-28.903103,61.527565
-54.005466,-83.855606
59.62034,-81.27041
1.1620109,45.765484
6.139683,-93.69985
61.821426,-78.766205
2.8414583,-73.79056
49.912697,-61.28468
18.91027,-106.35167
-15.900719,9.573726
-39.33893,-80.39306
-43.866314,-78.36747
-24.6789,-78.0571
-39.669792,-80.323555
-41.487854,-81.40297
-17.05366,23.442247
-35.628746,-77.406204
-40.485897,38.4741
-28.202929,-81.88483
-47.407154,-30.974794
-30.278343,-81.082504
-34.213417,-82.726776
66.127,28.071152
-62.062,-13.504995
-7.907734,-25.156399
-76.37827,17.273205
16.56594,70.85357
-15.789388,62.965145
-49.111626,71.780464
-48.646717,-37.975727
5.4588695,54.912197
-16.135092,-69.74263
45.798283,-63.27888
52.428673,-100.747086
-24.877457,-54.770924
46.498936,-67.44228
-54.039417,-45.508102
-0.77879727,-41.08218
-7.5369077,-48.117466
-7.070626,-48.38621
44.106087,-50.995712
-4.0601964,71.33743
50.217144,-72.39554
3.0838182,-58.9508
-92.94494,7.4830604
-30.794634,26.412735
33.39267,94.24272
55.99317,53.10981
0.058269113,40.105434
29.528526,107.84581
7.825956,21.200428
50.730106,63.501175
56.79341,-36.193497
9.878059,114.127335
67.77142,-44.384495
14.004052,-64.711754
70.75064,37.59207
57.05979,-66.120094
44.090103,-48.098976
54.55054,-100.52317
18.031326,-30.377928
4.816845,-37.98088
59.205906,-67.71005
16.923117,-42.732292
-20.980688,-41.46413
16.8623,-42.502056
56.111485,-100.449356
16.13788,51.95316
18.310211,-45.375553
-4.3751774,95.41194
6.6180787,21.869709
6.052657,21.652641
7.8525367,105.845634
10.611964,11.484978
7.158475,102.42149
5.6190367,21.215284
1.1644573,101.53327
-3.5412045,103.49281
-19.927826,-52.777744
-69.46826,-50.871883
-49.986607,-40.59698
-65.81128,-51.30926
17.325184,-39.27838
5.626063,-15.705626
-58.15004,-46.050404
0.08551735,51.417896
-38.45652,-71.69057
47.245323,-84.187386
10.188848,-27.38968
-87.84256,-77.770836
-41.236607,-70.52879
-41.26851,-27.548111
-52.908344,-43.607574
-39.1848,-27.727999
-17.532013,-44.68067
-46.674934,-78.93624
59.657257,-77.11148
-42.590263,-28.032732
-50.034946,38.93206
-19.069637,-75.44731
-18.791897,-23.380352
-8.748793,-11.206395
-16.439257,57.629986
-78.85927,74.570625
-14.292572,-27.08501
-9.879603,-56.224247
-11.819979,-30.001814
37.086727,-73.64782
-1.9067116,-34.509964
37.58959,-94.58705
-101.422485,-15.201033
-59.65029,-51.103924
-95.664215,-12.512688
42.54467,-97.03155
1.9626695,23.90861
-89.187805,-35.178608
-49.496933,7.4073343
-49.778008,74.35834
-47.988094,46.51008
-2.0582871,19.84101
4.209567,32.559574
57.916443,32.419315
-15.752007,35.611347
-58.62381,76.60725
-83.41021,-7.8908186
-97.38613,-2.6460686
-1.4260511,105.437065
58.106052,33.420734
3.5155807,55.880188
4.4378915,-29.887503
3.9147127,-26.030258
-84.06169,-19.261473
-43.012623,-42.07747
-13.407491,113.682236
-51.759735,7.8552637
-16.702206,-40.053
-19.203909,9.441512
33.721592,101.30853
34.938576,100.44048
47.06643,91.28292
79.133064,-54.748844
-8.373313,93.13302
57.532047,22.754711
26.766306,86.67433
38.612244,19.52341
38.318027,98.36747
36.76147,83.87181
31.000393,25.128042
75.94641,32.90937
-49.464622,44.75631
20.79037,-23.337976
-5.1983614,-61.90206
0.7401769,13.902347
8.410974,49.750835
-35.470165,-69.58985
7.9252234,-28.471504
6.204762,33.227325
-17.341747,87.111046
-6.613777,-72.122765
-107.552956,2.9561288
42.6235,-4.822864
12.501929,-18.118904
53.86339,-7.073837
28.637905,38.12812
-71.64843,15.597617
-27.209354,-54.116405
4.095733,-38.17903
-9.254034,-33.26974
5.0177236,-39.14636
-9.781128,-50.764748
40.17873,16.11936
69.80271,41.230206
25.770065,24.658024
45.96837,-51.863285
47.82916,-86.862785
-25.503004,56.767776
26.185394,-22.008984
14.811743,-5.0668316
-20.211798,9.335856
37.76608,-69.067116
-5.967218,52.12621
48.775867,-83.23341
-41.645687,46.632698
26.91077,93.03223
-8.842821,-33.34457
43.28063,-95.59006
50.615036,-72.67936
11.472531,-35.447025
-11.205845,58.108273
-0.07327805,-47.64156
-0.96463895,-47.432564
56.00308,-84.1781
-15.490033,-14.285948
-6.4861603,-57.082767
-20.592829,-8.53429
-6.5183897,-57.56314
19.63749,-60.55508
-17.410969,-114.91583
-32.19302,77.12259
-19.093634,7.423987
-55.646942,-49.583828
-13.123517,-14.969367
-106.26942,4.130502
-5.7980347,66.259964
34.86634,14.609811
51.416718,-64.72735
41.488663,-82.957184
-59.563118,78.026794
-6.321786,-47.629898
-33.845135,1.68323
-45.20262,-2.155897
55.85157,43.556507
-23.372782,-16.73339
-40.014126,54.29883
-1.4539425,66.320816
-17.920889,-26.066671
-40.32142,4.8645205
-59.816208,-22.126438
54.88083,-71.00294
89.74057,2.7332973
89.08002,2.5913627
93.10446,12.759555
87.536736,2.3238409
87.3514,2.449295
94.93294,3.465507
89.32097,2.5942483
88.776085,1.4491463
93.22208,12.549272
93.57866,13.154452
108.35052,-19.982874
-22.028105,1.3915153
-57.74941,77.46956
-52.5126,-41.451374
-52.03242,-10.484055
-47.589043,-33.510635
-87.04325,-35.84281
-54.091892,-40.138382
-54.183372,-40.120094
-60.578503,-32.282845
46.52593,-84.332016
-96.18653,-5.485248
-60.229183,-27.634647
-73.89409,87.41959
-56.274754,-40.87041
-31.56845,19.011097
-33.364063,82.47929
-20.553003,-13.261184
-43.058678,71.189896
-87.42359,-27.197205
-27.848938,70.04488
-43.196674,-23.711887
-53.1201,23.222569
-79.91367,60.39966
-71.313286,20.564613
-76.94028,-1.3183719
-6.6319613,-48.48239
36.31215,81.544655
-81.675606,-61.990574
-20.844923,14.733461
-85.38397,-50.0373
-4.9440355,-56.070873
-48.699917,-12.194583
-33.874973,20.106049
40.04539,99.124214
-56.73413,82.78699
-33.274597,95.62756
-28.291307,-64.95878
-79.42412,60.48969
-45.635986,0.80176216
6.5178514,-27.062782
-15.751472,69.83432
-74.464096,87.03066
-9.582799,-74.247826
28.514982,14.545031
28.188738,13.559758
7.690877,16.907627
29.765015,91.58992
-10.767431,-7.0096354
34.43203,5.231694
25.908062,-24.07512
-43.168644,-75.96997
-36.18034,10.664576
-39.878063,-80.69378
-43.694283,-30.939795
-40.992455,40.836056
-46.24928,35.864697
-42.26156,40.375755
-43.427616,-73.28736
-40.006847,41.608242
-18.613916,-42.324688
-41.350914,-58.92673
46.377396,-68.72184
14.798808,-0.6588557
-23.436605,-60.399223
-83.5726,-23.864347
43.38581,-68.11288
-32.152225,-33.145607
-47.967945,54.853237
-29.949339,-30.414488
-1.7327188,-34.730522
-30.962835,-44.899586
-15.699837,-53.77887
-45.997253,-33.050953
-40.32325,-31.026096
-38.06336,-72.90977
15.938384,-66.73447
-39.79689,-72.8075
-26.361124,-49.67173
-48.917995,40.28302
11.782305,82.3943
-23.837769,-48.34401
-72.37158,79.29586
-39.960716,-24.858988
-8.572571,111.34564
33.154514,16.777437
-6.6612,10.71196
-0.26449397,29.88511
-102.890945,15.96723
-15.779954,-53.9113
-16.373314,70.04373
36.089314,37.634182
33.07888,57.359108
33.779533,58.80412
73.80175,71.03242
33.224613,57.062916
55.91853,-32.015133
74.76356,71.277016
74.61482,70.86249
75.656166,-15.925
15.851726,-16.037601
73.79676,71.73758
-13.905664,-42.554974
18.182144,92.653984
15.97189,59.888058
-12.326674,-76.073746
16.282804,-33.05198
-58.279804,-49.815544
16.924017,-39.61867
-36.279922,-71.70223
16.772863,-32.77683
-14.454849,-41.14977
6.6607018,-76.62419
16.558609,-32.00346
12.729114,-48.018696
-41.524143,-70.44962
15.938988,-31.01809
-3.6668897,-77.97701
-40.9685,-70.09143
16.102972,-30.4209
4.5728674,51.78269
-42.850277,-36.958572
-9.547936,-41.618416
6.9078784,-53.80853
-21.930584,-34.674747
48.582966,-60.503204
-39.655434,-68.8719
-38.480038,-26.81673
4.1910477,-36.18363
-43.082664,-64.83871
16.097544,-32.236782
-14.328175,-35.514297
9.112686,-51.394615
8.20324,-55.654972
-3.5706866,51.040173
7.1669035,-29.905087
-11.571105,-71.9017
-41.095573,-67.926636
4.920624,-39.226917
28.905151,-8.925248
50.017082,9.172273
29.907682,91.68681
52.452484,-6.8480506
36.850708,-1.813917
28.244137,-11.049862
44.867565,-7.9069796
57.05078,20.666765
31.690845,-11.888556
78.36255,-53.738438
31.078255,-12.254888
39.28764,-13.653939
29.895803,-13.455819
57.914204,13.888783
4.5598383,11.554855
33.82287,92.444016
34.145927,51.52249
30.27932,93.80697
30.157387,3.354561
16.157871,92.24257
25.86436,24.076082
37.639503,101.72459
50.27341,88.85727
69.28911,67.0663
56.50469,74.615715
7.3005767,-94.31017
54.146942,-87.86468
53.340435,-102.039345
7.4290943,-33.8096
33.289265,42.40169
24.55841,-100.20744
66.16423,37.98915
-0.76099867,57.05827
9.892698,58.627895
22.355179,-85.948265
-15.159431,5.2085133
2.8827095,-59.158424
93.547646,-74.28998
-1.5638463,-37.067238
27.161491,-2.1358485
79.3909,-0.83826953
61.411133,5.5213118
39.867428,29.011417
83.61847,46.91112
62.416214,20.627523
69.06987,-11.121739
29.111145,-26.016808
73.53067,-33.6064
25.449982,62.641335
39.89403,29.475239
83.74255,-30.223185
91.3576,-32.518158
-108.78434,0.13051961
-77.17919,21.021025
-19.261095,-42.30621
-111.12507,-4.8018975
17.072178,-38.315987
-7.8426375,-73.42721
-15.20321,-55.055492
-26.06498,-53.580154
-102.88931,4.364261
-12.012971,-31.051495
-2.14089,-15.313948
-14.595044,-48.45763
-55.595398,-6.0726104
-37.862633,-52.374542
-59.65531,-39.96612
-61.11304,-40.093185
-4.643698,-37.408894
49.23201,15.421661
-7.656283,11.8552885
43.78347,2.09602
14.70901,91.448235
5.9177637,15.916069
32.845734,-0.41858116
16.390326,9.168769
37.53659,102.850174
19.202627,13.992015
62.56882,-40.782593
30.138193,16.452488
53.891163,8.170488
-85.225945,-37.399475
-41.446686,-36.741924
-42.010277,-24.537066
-48.56856,-38.954746
-49.975212,60.35577
-55.13895,-43.090164
-42.23725,-23.441048
-51.3191,-10.452972
-22.535269,-28.491186
-70.29293,19.642645
-20.48604,-15.457243
-4.8888383,-38.35665
3.4201207,-26.165203
85.1967,-69.22926
45.697174,-84.27527
-7.6441154,-74.66932
-43.469402,-38.038868
36.110016,-98.349266
-27.222198,17.908113
-40.27467,-63.773735
-36.64089,22.8888
47.87885,-95.16952
-27.617403,16.218922
-21.480173,-43.52899
24.311893,94.75477
53.795918,40.662937
18.626404,13.224267
35.34486,-68.81851
28.709034,89.17296
20.29679,-24.235224
37.442635,34.484493
33.570175,24.869507
35.183838,84.86592
58.632515,48.93946
-15.024802,107.91352
46.814808,-37.73391
18.7488,27.747154
5.7943835,95.59401
-16.18309,34.7439
52.108246,-8.582244
37.85686,9.189065
40.94754,-33.68265
7.3396053,-8.584822
4.940323,113.665924
-7.428243,95.53415
-75.83346,37.702774
81.54987,19.86701
-85.20175,-36.646652
-34.277927,75.63379
-108.671844,0.52990574
-93.298454,-21.850832
-37.95042,18.488838
39.631138,-69.04986
-77.68443,79.05142
-49.545685,47.046753
-53.811207,-9.861001
-49.609837,-5.087132
-40.60983,29.313393
-57.15073,-15.99618
-7.281657,-108.21959
-1.3381313,-72.965675
4.4084997,53.75587
53.58568,-73.17498
-8.55912,-69.97381
0.10705978,-77.18082
-32.057533,-68.05807
47.509346,-96.34243
-37.709816,-55.380905
15.846714,-28.97239
-8.244764,-37.973682
-0.20646316,-58.555763
-47.10582,8.673649
-43.547146,76.68261
-71.670235,-16.479406
-27.514921,81.141495
-102.63369,13.32978
-61.402866,21.83239
-52.04917,19.378456
-96.28697,17.074312
41.385006,-90.00784
-24.203827,-7.580608
-45.902065,88.48656
39.272125,-90.800514
-69.524666,19.566874
-78.3842,-1.9558977
-14.364377,-9.949443
-3.192509,28.264534
-69.55809,17.66074
-18.026758,88.46473
-46.12964,27.01635
-69.671455,17.02566
2.7004132,1.1212401
27.28452,-6.3299403
-49.349632,44.53936
71.79597,39.372437
66.98207,45.73129
-13.713887,52.38865
-46.16122,-36.217262
33.250877,-10.932663
-47.116096,-36.344887
62.44371,-69.77259
-38.427822,-70.483925
4.843055,-19.12457
-41.699535,-39.691456
37.16005,82.98906
-15.945322,0.06695917
-15.604227,0.5589066
30.904997,28.082785
55.44806,-49.241184
54.625988,6.499686
33.707596,50.696426
-73.34919,-29.920399
-90.81412,-58.05496
-90.55341,-58.07781
-7.2997637,-98.560486
-90.48963,-57.915043
-88.89387,-56.019466
-13.96443,-93.99444
-11.432646,-98.6337
-11.822872,-98.42945
-99.16482,-60.32534
-43.52926,-108.17974
-88.97354,-56.14526
-94.846115,-42.798557
2.8948073,23.49531
-70.79659,29.942493
-36.863266,-63.92343
-4.7968316,-62.731102
-95.57145,-1.1970111
58.274708,-83.95876
-10.659523,-65.46623
-85.80153,49.806847
83.694954,-67.655495
-51.078117,-26.575096
-79.28863,-8.634379
-53.17214,18.048124
-19.74498,38.489105
33.54835,-79.5912
20.256243,-105.205795
-56.034065,-7.758396
7.7955766,5.5323677
-25.785786,22.021666
-85.92027,-19.781002
-31.050962,24.940594
-30.69327,26.20112
-78.18798,66.36724
-54.713238,-65.77801
16.120007,19.373352
-39.87187,10.905594
-60.471497,-8.411264
-66.46894,-52.440643
-40.01218,-32.403526
-47.98188,8.38807
-58.45274,-47.481937
-58.915638,-47.561184
52.19807,44.09458
-0.33759162,30.508982
-79.35335,80.9009
-27.567644,-78.29178
-34.61642,-81.948044
-40.86337,-79.8836
-26.929785,-81.677956
-45.607304,-79.35572
-44.594994,-29.758846
-38.14919,-80.06014
-30.593908,-81.1911
-18.402407,-78.410255
-40.699203,-76.47602
-19.167604,-51.16621
11.583886,-22.201345
-13.500404,-48.97993
12.393449,-44.493023
27.872986,-32.573265
-9.321737,-31.098026
1.1849123,-75.76094
4.7484455,-51.238934
-20.977692,-45.11056
4.51455,-31.793512
17.185497,32.861504
-35.303837,-9.823909
10.529317,95.26429
-7.7863555,13.104961
43.26523,101.10827
9.446829,25.574755
-10.181441,22.959917
9.335253,92.69239
16.502237,33.893345
-26.27861,27.860407
-26.398682,25.786606
-93.02549,-50.796684
-95.06105,-51.911407
-26.17828,27.983465
-33.82373,-115.36956
-11.949988,89.55621
-33.96192,-115.22313
-28.50806,30.60704
-12.202576,89.840096
-33.3751,-115.73017
-15.506058,25.301477
-17.304438,27.683443
-23.716095,26.788439
-15.093774,25.0955
48.79029,41.887253
-35.520725,20.456041
-52.58604,89.73296
-44.07187,79.39467
-74.116974,65.23799
-67.51959,-20.936596
-81.5246,-19.438128
-40.951035,50.702553
-53.133057,-35.09956
-6.878268,71.70687
-56.930782,-30.75034
6.045855,-69.520134
-8.333469,-52.78096
56.04779,30.14159
42.950264,102.1979
80.560486,48.46674
49.036816,57.431576
42.326595,85.38046
75.00088,4.588331
46.486847,64.60651
-73.99022,-59.148327
57.848675,35.631374
-84.527534,6.8040857
-88.28777,7.8992286
-35.61545,95.313446
-85.068794,4.3328342
-76.64829,-5.824362
-86.60542,6.0112333
-85.14728,5.0591216
-26.794054,76.90198
-58.777744,85.5704
-85.845825,5.7457848
51.189636,47.294987
13.917981,-0.56903225
-8.596175,-76.27225
88.09821,-68.43741
-15.197332,-42.938126
1.2887913,83.01303
34.722492,-88.17664
63.639427,62.525227
21.534645,83.80026
-6.738666,91.48131
60.440422,-44.232544
98.74974,-48.61892
-16.62615,24.658278
66.63663,-43.909924
-3.006116,107.26083
-11.812767,94.81201
-5.0510697,90.20409
42.701557,85.88076
63.063953,7.167992
68.25221,5.196847
54.82877,13.317432
48.346718,8.724343
47.345818,86.807976
85.3326,53.160614
44.31208,87.10007
73.66243,-5.5391297
71.675064,60.842594
46.839466,82.04747
49.10057,89.90449
26.400242,16.241156
28.751804,30.14378
11.387337,23.682184
-18.789927,-52.222847
22.899817,97.69732
14.190436,33.076187
4.2054667,104.55255
12.29284,27.062025
40.903816,-95.27392
-51.585106,-11.0461855
-56.448452,76.29296
41.4535,-81.18238
-80.030205,-6.6591916
6.6379766,-31.063475
34.646328,-77.70256
40.3444,-94.89618
-86.37669,-28.530573
-55.95605,-10.439819
59.63974,41.855343
-23.063864,-4.9550037
-83.929535,-8.4123335
-0.67419505,13.158061
-74.16545,23.399656
-18.416128,34.266644
-75.79142,9.220588
-31.56176,30.703905
-67.7853,86.31367
-105.92945,-10.405768
-107.022415,-1.4611688
-44.666805,-17.547424
-45.952694,74.1167
37.542473,-88.76591
-77.58722,10.555529
-82.36681,69.941956
11.560383,-4.6850777
-47.723106,49.96162
-0.25856042,-22.247662
79.254776,-78.77185
6.0196543,63.2801
76.47427,-49.684753
6.2013927,63.347042
59.820618,-74.34813
69.87205,28.258776
-2.8271153,-47.57669
-61.33333,28.971495
-4.1649146,33.222137
-88.34974,19.457363
-44.677605,17.169443
-37.69366,1.1859157
-83.08353,23.319494
-47.935158,15.0351095
-13.462777,34.002857
-99.870125,-1.4845225
-36.44923,78.39413
20.381666,90.295494
65.31384,-48.04655
0.28634772,101.637505
15.136417,106.05473
-1.055634,100.80383
63.67969,55.90381
21.619143,98.76767
10.803261,9.803648
27.993921,108.72101
10.280541,92.404366
26.623947,10.195289
-11.86119,36.632687
23.184845,23.05946
21.08677,26.848722
38.319614,29.66963
35.52239,-41.80187
-12.914932,118.01159
9.734085,27.04452
-10.659619,16.642675
35.861248,-41.765392
-17.331627,-41.293633
-51.230003,-11.799581
-96.1431,-12.34309
61.81426,35.131668
-58.343533,2.1018918
-100.94861,-14.462804
-77.81643,66.15388
-48.328697,46.363297
1.5911552,25.85524
-78.068726,79.6532
-79.5666,61.975903
-48.22782,48.736042
-63.808376,-44.915325
5.6734815,68.5585
-98.77619,-6.2954
-14.067375,55.268677
-19.120422,-25.071045
56.96374,-79.77324
-18.558756,-37.63312
39.15049,-49.936012
69.43316,-43.194317
-6.6750736,-64.958755
-0.96155524,-31.292488
-10.911451,-54.525906
-25.421124,45.6896
48.6836,-77.946976
-20.446417,-57.96009
15.142627,-2.4860198
42.225296,-63.624245
36.66436,44.452293
-2.591153,-78.461235
105.298874,-32.15799
53.324127,-76.42754
16.89553,61.587948
-3.697533,48.941856
62.479282,-71.97883
24.060778,79.78803
-7.952912,46.210712
14.340873,53.15882
-30.565966,-71.43099
17.469858,-43.42157
6.373803,-73.603676
-25.362305,-44.760708
15.00859,52.83441
-21.274328,42.90394
93.12952,-72.43549
32.361183,68.84875
15.019564,-47.929127
44.076954,-76.31311
82.575294,35.864933
39.574604,-20.997633
19.430061,48.0483
70.529755,33.841995
34.10058,66.20881
84.304794,37.99515
-77.3566,15.68611
-90.7676,-20.42151
-7.8671584,-15.201811
-58.18669,11.690576
-62.838974,13.729871
98.65256,-54.03104
-84.43414,13.763388
-34.82804,33.52089
-30.539696,28.581322
-92.97229,-50.60599
28.650324,44.736095
-19.262297,81.702324
-30.736912,34.88266
-35.74293,27.531694
50.709335,43.656105
-92.724075,18.061848
-10.531506,-98.251045
-19.774408,-1.7238487
-91.572556,-10.695146
-73.14329,76.143295
37.755566,-91.19208
-4.6395106,-26.129725
-60.090275,-30.490345
-78.029,79.51781
-100.570816,13.114221
-16.375357,37.842716
-31.140734,63.185364
-63.52916,88.16368
81.71094,-77.41357
54.772076,29.533194
-55.848694,10.414352
-52.53082,9.578813
-64.38561,14.687727
-98.42808,-0.93675274
-32.278374,72.51439
-85.71529,-17.774364
-60.63476,-21.025875
-69.34769,12.919389
